account_id,made_last_payment_on_time,latest_communication_channel,minimum_payment,previous_payment_amount,product,last_reminder_sent_days,debt_to_income_ratio,opened_last_communication,used_chat_feature,count_comms_sent_last_30d,homeowner,ever_missed_payment,age_of_debt_yrs,total_balance,latest_communication_dow
556,0,SMS,24.0,9.0,Deferred Repayment,8,1.75,0,1,0,0,1,1.2,48.07,Monday
557,1,Email,23.0,8.0,Credit Card,3,0.335,1,1,11,0,0,4.22,201.0,Tuesday
558,0,Email,69.0,2.5,Credit Card,4,7.5,0,0,0,0,1,0.7,135.71,Thursday
559,1,Email,48.0,19.0,Credit Card,3,1.75,1,0,1,0,0,0.08,15001.0,Wednesday
560,0,SMS,33.0,11.33,Deferred Repayment,11,3.085,0,0,0,1,1,0.08,65.24,Monday
561,1,Email,43.0,13.0,Credit Card,2,0.665,1,0,7,0,1,0.8,84.86,Tuesday
562,0,Email,23.0,1.33,Deferred Repayment,8,1.625,1,0,0,0,1,1.8,45.13,Monday
563,0,Email,35.0,14.0,Credit Card,8,1.585,0,0,0,0,1,3.48,68.18,Wednesday
564,1,Email,57.0,11.0,Credit Card,14,0.5,1,0,0,1,1,0.08,111.01,Wednesday
565,1,SMS,44.0,13.0,Credit Card,4,3.5,1,0,3,1,0,0.08,86.66,Monday
567,0,Email,34.0,5.75,Credit Card,11,8.5,1,1,5,1,1,1.63,67.2,Wednesday
568,0,SMS,45.0,3.58,Credit Card,14,0.875,0,1,0,1,1,2.4,88.29,Tuesday
569,0,Email,31.0,5.0,Deferred Repayment,11,3.75,0,0,0,1,1,0.8,60.0,Monday
570,0,Email,28.0,18.0,Credit Card,7,1.5,0,1,0,1,1,2.2,252.0,Tuesday
571,0,Email,19.0,3.0,Credit Card,14,0.085,0,0,0,0,1,1.0,38.1,Monday
572,1,SMS,41.0,1.16,Credit Card,4,0.0,1,0,2,1,1,0.08,301.0,Wednesday
573,0,SMS,24.0,4.67,Credit Card,8,2.625,0,0,0,1,1,1.6,46.11,Monday
574,1,Email,32.0,3.5,Credit Card,4,0.165,1,1,2,1,1,3.03,3291.0,Monday
575,1,SMS,18.0,19.92,Credit Card,3,0.21,1,0,11,0,1,0.08,3001.0,Tuesday
576,0,SMS,33.0,18.0,Deferred Repayment,9,3.085,0,0,0,1,1,2.0,142.0,Monday
577,0,SMS,52.0,2.0,Credit Card,8,4.5,0,1,0,0,1,0.08,103.0,Tuesday
578,0,SMS,25.0,5.0,Credit Card,14,2.29,1,0,0,0,1,2.0,49.87,Monday
579,0,Email,41.0,8.0,Credit Card,14,7.0,0,1,0,0,1,3.0,79.62,Wednesday
580,0,Email,24.0,4.0,Deferred Repayment,10,2.54,0,1,0,0,1,2.4,46.93,Tuesday
581,1,Email,56.0,0.33,Credit Card,3,0.085,1,0,1,1,0,0.24,2029.0,Tuesday
582,1,SMS,28.0,3.0,Deferred Repayment,8,0.125,1,0,12,0,1,0.7,55.92,Tuesday
583,1,Email,32.0,26.0,Credit Card,1,0.665,1,1,11,1,1,3.6,62.94,Monday
584,0,Email,21.0,5.0,Deferred Repayment,13,2.5,0,0,4,0,0,2.8,205.0,Tuesday
585,1,Email,34.0,56.0,Credit Card,2,20.0,1,1,5,1,0,0.08,222.0,Monday
586,0,Email,43.0,5.0,Credit Card,8,4.625,1,1,2,0,1,7.6,91.0,Tuesday
587,1,SMS,38.0,11.42,Credit Card,11,0.04,1,1,0,1,1,0.08,75.05,Monday
588,1,Email,37.0,9.0,Credit Card,3,0.0,1,0,3,1,1,4.0,5801.0,Monday
589,0,Email,30.0,0.58,Deferred Repayment,8,1.165,0,0,0,0,1,1.28,58.53,Tuesday
590,0,Email,37.0,9.25,Credit Card,9,1.96,0,1,0,1,1,0.08,502.0,Monday
591,1,Email,31.0,0.5,Credit Card,14,0.165,1,0,8,0,1,0.08,5001.0,Monday
592,0,Email,36.0,5.67,Credit Card,8,2.335,0,0,0,0,1,0.08,1001.0,Thursday
593,1,Email,20.0,1.5,Credit Card,8,0.085,1,0,0,1,1,2.0,3001.0,Monday
594,0,Email,47.0,10.0,Credit Card,14,0.0,0,0,0,0,0,4.65,151.0,Monday
595,0,Email,22.0,0.17,Deferred Repayment,9,1.5,0,1,0,1,1,1.84,43.16,Wednesday
596,1,Email,20.0,19.0,Deferred Repayment,1,0.165,1,1,1,0,1,0.4,40.22,Monday
597,1,Email,35.0,0.75,Credit Card,8,0.125,1,1,19,1,1,2.39,201.0,Monday
598,0,Email,24.0,31.0,Credit Card,8,1.0,0,0,0,0,1,2.54,1951.0,Monday
599,1,Email,37.0,8.0,Credit Card,3,0.0,1,0,4,1,1,0.93,73.24,Tuesday
600,0,SMS,21.0,3.17,Credit Card,1,1.75,0,1,0,0,1,2.0,1001.0,Monday
601,1,Email,37.0,7.5,Credit Card,4,0.29,1,0,0,1,1,1.02,640.0,Tuesday
602,1,Email,23.0,1.67,Credit Card,3,0.25,1,0,10,0,1,0.6,397.0,Monday
603,1,SMS,27.0,1.5,Credit Card,4,0.165,1,0,6,0,1,0.08,5001.0,Tuesday
604,1,SMS,47.0,4.08,Credit Card,6,1.585,1,0,11,1,0,4.4,91.57,Tuesday
606,0,Email,39.0,13.33,Deferred Repayment,8,5.0,0,1,0,1,1,2.0,76.85,Tuesday
607,1,Email,39.0,1.75,Credit Card,9,0.375,1,0,0,0,0,1.86,4701.0,Monday
608,0,SMS,28.0,2.5,Credit Card,8,1.0,0,0,0,1,1,1.8,51.0,Monday
609,1,Email,19.0,18.5,Credit Card,2,0.125,1,0,0,0,1,1.2,2207.0,Monday
610,1,Email,40.0,1.5,Credit Card,8,1.54,1,1,0,0,1,1.17,1211.0,Wednesday
611,0,Email,36.0,11.0,Deferred Repayment,11,15.0,0,0,0,0,1,2.4,71.46,Monday
612,1,Email,26.0,7.5,Credit Card,11,0.165,1,0,0,1,1,0.08,51.35,Wednesday
613,0,Email,39.0,1.33,Deferred Repayment,11,1.75,0,0,0,0,1,4.0,77.34,Monday
614,1,Email,42.0,18.0,Credit Card,3,1.25,1,1,8,0,1,2.2,949.0,Tuesday
615,1,Email,21.0,18.0,Credit Card,4,0.04,1,0,3,0,1,0.8,9801.0,Monday
616,0,SMS,20.0,3.08,Credit Card,11,3.085,0,0,0,0,0,0.08,39.4,Monday
617,0,SMS,28.0,24.66,Credit Card,9,7.0,0,0,0,1,1,2.8,54.11,Monday
618,0,Email,22.0,1.5,Deferred Repayment,13,1.5,0,0,0,0,1,1.6,42.34,Monday
619,1,Email,28.0,11.42,Credit Card,3,0.0,1,0,1,0,1,4.2,55.43,Monday
620,0,Email,27.0,1.08,Credit Card,11,0.335,0,0,0,1,1,6.4,4001.0,Wednesday
621,1,SMS,18.0,21.5,Credit Card,8,0.25,1,0,11,0,1,0.6,541.0,Monday
622,1,SMS,23.0,0.67,Credit Card,6,5.0,1,0,6,0,1,1.2,246.0,Monday
623,0,Email,24.0,3.5,Credit Card,2,1.5,0,1,0,1,1,1.36,46.26,Monday
624,1,Email,28.0,13.0,Credit Card,9,1.5,1,1,1,1,1,0.7,55.58,Monday
625,0,Email,26.0,5.5,Deferred Repayment,3,2.25,1,0,0,0,1,1.88,50.36,Monday
626,0,SMS,29.0,33.0,Credit Card,11,0.54,1,0,0,1,1,4.4,56.07,Monday
627,0,Email,23.0,18.0,Deferred Repayment,8,1.375,0,1,0,0,1,1.6,1059.0,Monday
628,0,SMS,24.0,0.67,Deferred Repayment,11,1.25,1,1,0,0,1,1.8,148.0,Thursday
629,0,Email,25.0,1.5,Credit Card,8,1.75,0,1,0,1,1,1.2,48.56,Monday
630,1,Email,32.0,24.0,Deferred Repayment,4,0.5,1,1,17,1,0,3.93,62.78,Tuesday
631,0,Email,48.0,1.5,Credit Card,8,1.5,0,0,1,0,1,1.0,94.33,Wednesday
632,1,SMS,28.0,24.66,Credit Card,9,0.54,1,0,3,0,1,2.8,55.76,Monday
633,0,Email,25.0,0.67,Credit Card,11,2.625,0,0,0,0,1,2.72,445.0,Monday
634,0,Email,19.0,1.67,Credit Card,11,10.0,0,0,0,0,1,0.8,36.45,Thursday
635,0,Email,22.0,12.08,Deferred Repayment,11,1.75,1,0,0,0,1,1.8,42.52,Monday
636,0,Email,25.0,4.0,Credit Card,11,1.75,0,0,0,0,1,1.1,48.23,Monday
637,0,Email,16.0,2.5,Credit Card,9,5.085,0,1,0,1,1,1.2,32.04,Tuesday
638,0,Email,27.0,0.16,Credit Card,13,1.29,0,1,10,1,1,0.8,52.48,Monday
639,1,Email,48.0,1.25,Credit Card,6,0.04,1,1,1,0,0,2.3,94.51,Monday
640,0,Email,24.0,30.0,Credit Card,10,13.875,0,1,0,0,1,1.6,26.0,Thursday
641,1,SMS,41.0,10.17,Deferred Repayment,4,1.04,1,0,0,1,1,4.55,1237.0,Tuesday
642,1,Email,35.0,5.0,Credit Card,8,0.0,1,0,5,1,1,5.15,501.0,Tuesday
643,0,Email,24.0,42.0,Credit Card,10,4.25,0,1,0,0,1,0.8,46.6,Monday
644,0,Email,19.0,0.75,Credit Card,11,11.0,1,1,0,0,1,0.08,39.0,Monday
645,0,Email,30.0,8.83,Credit Card,8,8.5,0,0,0,1,1,2.52,59.51,Tuesday
646,0,SMS,20.0,23.25,Credit Card,9,2.585,1,1,0,1,1,1.4,38.75,Monday
647,0,Email,26.0,2.67,Credit Card,7,1.335,0,1,0,0,1,1.0,51.35,Monday
648,0,Email,29.0,0.92,Deferred Repayment,9,2.085,1,0,0,1,1,0.08,226.0,Monday
649,1,Email,29.0,10.0,Credit Card,4,1.5,1,0,11,0,0,3.81,169.0,Tuesday
650,1,Email,26.0,1.5,Credit Card,5,0.54,1,1,1,1,0,2.8,51.01,Monday
651,0,Email,24.0,2.17,Deferred Repayment,1,3.04,0,0,0,1,1,2.8,81.0,Monday
652,0,Email,26.0,19.17,Credit Card,11,12.5,0,0,0,1,1,1.4,1111.0,Friday
653,1,Email,54.0,15.08,Credit Card,3,0.0,1,0,0,1,1,0.08,285.0,Tuesday
654,0,Email,32.0,0.5,Credit Card,8,10.0,1,1,0,1,1,9.28,61.94,Monday
655,0,SMS,25.0,0.42,Credit Card,3,5.5,0,1,0,1,1,1.8,1063.0,Monday
656,1,Email,33.0,14.0,Deferred Repayment,2,0.04,1,0,0,1,1,3.8,65.08,Monday
657,0,Email,40.0,42.0,Credit Card,8,0.5,0,0,0,0,1,0.08,317.0,Monday
659,1,Email,24.0,23.5,Credit Card,6,0.125,0,0,2,0,1,1.0,46.93,Monday
660,1,Email,27.0,56.0,Deferred Repayment,3,0.165,1,1,6,0,1,2.11,52.33,Monday
661,0,SMS,22.0,0.33,Credit Card,8,3.25,0,0,0,1,1,1.44,44.14,Monday
662,1,Email,40.0,2.5,Deferred Repayment,11,0.125,1,1,6,0,1,2.0,1001.0,Monday
663,1,SMS,26.0,4.0,Credit Card,7,0.21,1,1,14,0,1,1.6,151.0,Monday
665,0,Email,32.0,2.17,Deferred Repayment,14,1.0,0,0,0,1,1,4.11,61.94,Monday
666,0,Email,27.0,10.17,Deferred Repayment,9,2.085,0,1,0,0,1,2.0,1211.0,Wednesday
667,0,SMS,25.0,6.0,Credit Card,11,1.0,1,1,0,0,1,0.8,48.89,Thursday
668,0,SMS,32.0,4.5,Credit Card,13,6.5,0,1,0,1,1,3.72,123.0,Monday
669,0,Email,18.0,50.17,Credit Card,11,1.165,0,1,2,0,1,0.8,34.67,Monday
670,1,SMS,38.0,4.08,Credit Card,7,0.5,1,1,2,1,0,2.28,74.07,Monday
671,1,Email,23.0,8.83,Deferred Repayment,12,0.0,1,1,2,0,1,0.08,44.48,Tuesday
672,0,SMS,18.0,0.41,Credit Card,10,0.085,0,0,0,0,1,0.08,51.0,Thursday
673,1,Email,24.0,31.0,Credit Card,3,0.25,1,1,20,1,1,1.2,47.91,Tuesday
674,1,SMS,26.0,50.17,Credit Card,1,0.0,1,0,12,1,0,4.91,50.52,Tuesday
675,0,Email,26.0,18.34,Deferred Repayment,11,1.875,0,1,0,1,1,0.08,51.35,Tuesday
676,0,SMS,23.0,3.08,Credit Card,9,4.29,0,0,1,0,1,2.2,1001.0,Monday
677,0,Email,23.0,3.33,Credit Card,8,10.0,1,1,0,1,0,3.2,45.13,Monday
678,0,Email,26.0,16.25,Deferred Repayment,2,5.335,0,0,0,1,1,1.6,50.36,Monday
679,1,Email,49.0,8.92,Deferred Repayment,4,4.165,1,1,6,0,1,3.8,2733.0,Monday
681,0,Email,35.0,33.0,Deferred Repayment,8,0.0,1,1,0,0,1,0.8,69.16,Monday
682,1,SMS,23.0,9.58,Credit Card,13,0.335,1,0,8,0,1,0.8,1350.0,Monday
683,0,SMS,48.0,5.67,Credit Card,9,1.415,0,1,0,0,1,0.08,121.0,Friday
684,1,Email,43.0,1.42,Deferred Repayment,7,0.585,1,0,1,0,0,1.0,376.0,Tuesday
685,1,Email,32.0,35.5,Credit Card,1,0.25,1,1,19,0,1,0.08,61.94,Monday
686,0,Email,21.0,22.92,Credit Card,8,2.625,0,1,0,0,1,0.08,45.0,Monday
687,1,SMS,19.0,21.33,Credit Card,2,0.165,1,0,2,0,0,1.0,36.94,Monday
688,1,SMS,27.0,10.0,Credit Card,4,0.085,1,1,3,0,1,1.2,53.8,Tuesday
689,1,Email,41.0,3.17,Credit Card,8,0.0,0,0,3,0,1,5.6,80.44,Monday
